Title,Department,Job_type,Sentiment,Rating,Likes,Dislikes
Senior Software Engineer,Software Development Department,Full Time,Positive,4,"Company culture, working with colleagues, Office infrastructure, Career opportunities",I don't dislike the company that gave foundation to my work life.
Software Associate,Technology / IT Department,Full Time,Neutral,3,It was good experience to work with such a well known organisation.I learned a lot and I got most cooperative collegues to resolve my issue.There were many seniors who inspired me time to time.Overall I was very fortunate to be part of this company.,Sometimes it was very hectic to manage work load for me .Although I am trying to manage it seems to be difficult.
Senior Software Engineer,IT Infrastructure Services Department,Full Time,Negative,1,great,"Managers speak as if they are controlling us they just order  us like once I have worked 2 continuous shifts continuously as they failed to manage the team
Managers don't even approve our shift allowance even if we are working in shifts"
Consultant,Quality Assurance and Testing Department,Full Time,Negative,2,Not find any thing if there is no good appraisal hike  in yearly cycle. We all are working for money and great is important then money.,Appraisal cycle is very worst and even manager not asking for one to one meeting for expectations. Getting 3-5% hike yearly is not
Associate Consultant Engineer,Banking Operations Department,Full Time,Positive,5,"I enjoyed the people I worked with. It was a friendly and fun atmosphere, and I actually enjoyed going to work each morning. I felt that the leadership team was great too.",horrible
Software Engineer Analyst,Software Development Department,Full Time,Positive,4,Work life balance is good and work culture is also nice in this company growth wise options and opportunities are also available.,I don't have any think which I dislike in this company.
Support Manager,Back Office Department,Full Time,Negative,2,Flexible working hours,"Nominal hikes and no promotion is ever a waited,  until and unless you are having a hand on your head. Hardwork and Talent is of no use."
Associate Technical Consultant,Software Development Department,Full Time,Positive,4,Capgemini has many projects to work and most of them are testing but no development projects. One can upskill themselves as capgemini provides various platforms for learning,There is no proper salary hike every year which I dislike most in Capgemini
Project Manager,Technology / IT Department,Full Time,Positive,4,It’s a good place to work - depends on the project one is in and ur management team to decide on this.,"They experiment with less experienced resources and try to get things done.
All they care about is the result and that’s all"
Software Engineer,Banking Operations Department,Full Time,Negative,1,Learning and development,We won't get horrible project management and they will send PIP mails and will try to remove you from the company. You will be having experience but won't get any chance to work in a horrible project management unless you are very lucky.
Consultant,Quality Assurance and Testing Department,Full Time,Positive,4,"You will get the chance to enhance your skills which will help you boost your carier. 
If you are consultant or Senior Consultant then you will get the change to mange the project alone, only weekly status you have to report to CG manager. 
If your client is satisfied with you and they are providing good feedback then no one will ask your work and all in CG. 
Now CG is also calling employee to office so you have to go 3 days in a week office. 
From last two appraisal system i did not get any hike so you can think on this if you are joining CG as a experienced person but definitely you will get good CTC during your joining....Read More",very bad Appraisal System.
Consultant,General Insurance Department,Full Time,Negative,2,Job security and learning in workplace related to work,"No appraisals, hikes. Location is one of the worst part in this organisation. Even though there is no team, it’s mandatory to visit office with no allotted seats for the employees. Pathetic situation not seen in any other MNC’s"
Manager (technical Lead),Operations Support Department,Full Time,Negative,2,I like great in CAPGEMINI. Complete power given to Serior managers and they can do anything they want.,"I don't like Everything about CAPGEMINI including food, management, leave policy..etc."
Sap Mm Senior Consultant,IT Consulting Department,Full Time,Positive,5,Very good work culture and healthy environment for beginners.,After significant time like mid senior level CG is not providing CTC as per market standards.
Consultant,IT Network Department,Full Time,Positive,4,"Work life balance
Opportunity to learn
Supportive team",Capgemini is pretty liberal when compared to other companies and their back to office policies. I don't have much negative points to share.
Senior Analyst,IT Infrastructure Services Department,Full Time,Positive,4,"The overall experience in Capgemini will be highly dependant on the projects that you work upon. 
If it is a support project, you can expect less exposure to technical aspects and repetitive work. 
But if you are in a development project, there are far more chances of professional exposure and appraisals.
But apart from this, you get opportunities to upskill yourself using Learning Platforms such as Coursera, Udemy etc....Read More","It all depends upon the immediate management that you are reporting to.
So, if the management is badand supportive, they will promote a great working environment otherwise, you will feel like leaving your job."
Senior Professional Engineer,Engineering & Manufacturing Department,Full Time,Positive,4,Multiple opportunities and multiple clients are there to get work immediately.,"Poor management, you can not get badwork for your poor career growth in feature, sometimes you will get luckyly."
Resource Consultant,Project management consultant Department,Full Time,Neutral,3,Work culture and support from team,35% Salary is deducted when they concert contract to full time and i was pregnant so it was my need that have to accept full time role
Senior Software Engineer,Software Development Department,Full Time,Negative,1,When you are on bench even death feels a better option than staying here and waiting for PIP so that you will be kicked out ASAP,"Arrogant and negligent senior management 
If you are fresher pray for horrible project management or else start searching outside from day 1 because chances of getting horrible project managements are like getting a girlfriend"
Senior Software Engineer   (working remotely),Engineering & Manufacturing Department,Full Time,Neutral,3,"Work life is good
Overall learning and training is good.","Don't expect salary aprials or monthly rewards
HR doesn't list about salary increment
Freshers not treated well.
All badapprials goes to seniors managers and VPs"
Lead,Back Office Department,Full Time,Negative,2,"Overall Ok not long term work expectations
No value for seniors","recently management changed. HR used to employee pro and now  become company pro.
difficult to grow 
lots of politics 
no values for employees
not addressing employee queries 
always hire new employees to avoid existing employees queries and expectations"
Team Manager,Accounting & Taxation Department,Full Time,Negative,2,Work security and colleagues,"Very low pay compare to market standard. There is no slab pay in level wise. Also high level management is not bad, doesn’t care about employee. Very few other benefits for employees who has served more years in this organisation."
Consultant,IT Consulting Department,Full Time,Positive,5,Worked with CG for 4 years (2019-2023). Great company to work with. Never seen layoffs concept in CG. Joined here as a fresher and loved the company so much that could be able to make a move from here to outside. Comfort is at its best and everyone here is so friendly and cooperating.,Salaries are low compared to market value.
Consultant,Business Process Quality Department,Full Time,Positive,4,"great no benefits, no support","bad appraisal, no hike on annual basis 
no promotion process not clear 
No team building activity 
Work on individual level 
Learning and development it’s your own basis"
Engineer Ca Access,Operations Department,Full Time,Positive,4,The culture they follow and the skills they support us in our career growth has become a milestone to me.,Management is unlike to other management
Hr Recruiter,Recruitment & Talent Acquisition Department,Full Time,Neutral,3,fresher can grow better,"They didnt confirm my probabtion..i have given my best but couldnt prove myself here.
i have asked for 3 more months to prove myself but no one is helping me a lot.i have lot of personal commitments.i cannot accept this..."
Consultant,Quality Assurance and Testing Department,Full Time,Positive,5,"I'm very happy share these review.
1. I'm working with a very good team - Manager & Supervisor.
2. Also I'm an single resource, so it feel too good to work.",Was disappointed with no promotion and Appraisal.
Software Engineer,Software Development Department,Full Time,Positive,4,Good work culture with good work life balance.,"Not badfor appraisal and no promotions.
If you've to switch horrible project management to different tech you've to spend minimum 18 months on a current horrible project management."
Consultant,Software Development Department,Full Time,Positive,5,There is a good learning opportunities provided.The infrastructure and work culture is well managed.,"Work pressure, poor ratings and appraisal system.Managers showing bias in assigning horrible project managements."
Invoicing Specialist,Finance Department,Full Time,Negative,1,"Worst company I've ever seen in my life
Especially the TL name called Tamil in Trichy location Worst behaviour, very Rude",Worst company I've ever seen in my life especially the TL name called Tamil in Trichy location Worst behaviour very Rude not appreciated
Test Lead   (working remotely),General Insurance Department,Full Time,Neutral,3,"Flexible hours, client base on different verticals. Employees benefit working on various platforms if put on to work as per their expectations.","Poor increments, existing employees are deprived of Salary increments. Hardly 2 or 3% is what employees get with high appraisal ratings.
Few horrible project managements are very pathetic no value for employees hardwork .."
Senior Software Consultant,Software Development Department,Full Time,Negative,2,Work life balance,"No worst work culture,  no job insecurity, no terrible work life balance, no no promotions, no increment, neither designation wise nor salary wise."
Identity And Access Management Administrator,IT Consulting Department,Full Time,Positive,5,"This is the best ever organisation, appraisals are fine promotions are bit slow but rest of the things are good. I would love to be a part of this company again",no promotion should be consistent and should happen in timely manner
Senior Software Engineer,Business Intelligence & Analytics Department,Full Time,Neutral,3,"Good learning opportunities initially for fresher during training and bench periods but once you get into the project then it totally depends on your project.
Good work life balance still we are following hybrid model whereas many sister companies have already begin 5 days work from office.","Salary hikes and appraisal are non existent even if you get badrating don't expect much 
No matter how well you do in horrible project managements appraisals are given based on rating and if you belong to particular rating you will get same amount of hike irrespective of your individual contributions"
Analyst,Quality Assurance and Testing Department,Full Time,Neutral,3,"Cafeteria, garden, building.","worst work culture, not getting horrible project management according to skill set, worst management, no value to employees (fresher) , forces to relocate, forces to get non technical role."
Senior Software Engineer,Finance Department,Full Time,Neutral,3,"Working at Capgemini has been rewarding experience due to several key factors.
Firstly, the company's WFH policy has been commendable. This approach has effectively alleviated work pressure, enabling a conducive and balanced work atmosphere.
Furthermore, Capgemini provides diversify learning platforms like Udemy, Coursera and Pluralsight. These resources have empowered me to continuously enhance my skills and knowledge, fostering both personal and professional growth within the organization....Read More","Working at Capgemini has been a valuable experience, but there are certain aspects that I believe could be improved. One concern resolves around the average salary for Software and Senior Software Engineers, which appears to be relatively low compared to industry standards. Adequate compensation is essential for employees to maintain a sustainable livelihood and stay motivated in their roles.
Additionally, I have observed some discrepancies in the no promotion and appraisal process within certain accounts, including the one I am currently a part of. It seems that no promotions are not solely based on performance but rather appear to be random at times. It would be beneficial for the company to establish a more transparent and merit-based system to recognize and reward employees hard work and achievements.
Favoritism towards employees with strong manager relationships, neglecting technical contributions and undervaluing hardworking employees.
Some FS accounts not aligning with intended roles (Development / Testing), hindering technical growth and expertise.
Addressing these issues is crucial for fostering professional growth, recognizing merit and improving overall employee satisfaction. Constructive feedback and improvements are essential....Read More"
Senior Software Engineer,Banking Operations Department,Full Time,Positive,4,"Capgemini is a good place to work .
Their is lot of scope to build your skills & learn new technologies
They will provide free training for cloud technologys.","But we don't get horrible project management as quick as u want.
It took nearly 1 year to get a horrible project management when start as A4 Grade .
They will put bench PPL into pip plan will make you resign yourself.
Not a professional way to remove freshers from organisation."
Team Manager,Voice / Blended Department,Full Time,Positive,4,I liked working but I noticed getting promotion is a big challenge among so many people,terrible work life balance. I have been assigned to another horrible project management simultaneously without my consent which needed my engagement till night 12 pm
"Agile Project Manager - SAFe Agilist,Certified(PO,Scrum Master,Agile Coach),DevOps,Prince2,Azure",Other Department,Full Time,Negative,1,Capgemini s LnD is good.Their learning program is good,"Bangalore location is just a back office for Mumbai office.mostly the horrible project managements are controlled by Mumbai management. Most of the onsite opportunities are handled from Mumbai.And there is lot of politics in Capgemini.People in Mumbai dominate in getting awards, onsite opportunities.And another big drawback is same manager sr manager, director chain continues for years.It means same higher management continues for 5-6 in the same horrible project management other aspirants will never get a chance to scaleup....Read More"
Senior Consultant,Banking Operations Department,Full Time,Negative,1,Absolute pathetic organisation. Ask trans have work politics to the core. Manners lacks spine to support own team.,"Every thing. Absolutely everything. Not even cafeteria has angering to eat.
Mangers stops You from getting out of buildings during fire drills, just imagine the level of micromanaging."
Senior Consultant,Software Development Department,Full Time,Positive,4,"Job Security
Shift benefits
Enough learning opportunities","Poor offshore horrible project management management
No attractive appraisals
Not enough work-life balance
Less pay scales."
Human Resource Associate,HR Operations Department,Full Time,Positive,5,"Ambience, co workers, cab facilities","I couldn't even see the difference in my salary after apraisal..
 Even after being a start performer... N terrible work life balance!!! Only work balance is there... That's all"
Associate Consultant,Software Development Department,Full Time,Positive,4,"I'm really happy with your determination to finish this project. I know it wasn't easy, but I knew you could do it. Your helpful attitude makes it clear that you can continue to take on new challenges and grow with the company. Thank you for your extra effort.",Not bad
Senior Consultant,Engineering Department,Full Time,Positive,4,"There is a good scope of learning in terms of new technology, skills upgradations. However less appraisal of employees and less salary benefits.",bad Appraisal and pay.
Deployment Engineer,Telecom Department,Full Time,Negative,1,I have only dislikes for this company,"No insecurity and manager are unskilled. They give horrible project management which is not of your domain and no support, training, shadowing."
Analyst,IT Network Department,Full Time,Negative,2,great,they dont have horrible project management so they just out the employee in PIP and feedback rule was worst any one can give feedback about any employee even they dont know each other
Software Engineer,Software Development Department,Full Time,Positive,4,"Companies culture and Work Life balance is also fine.
Can do a lot of certifications for free.",It is very poor thought of joining any MNC into early phase of one's career same goes for Capgemini they are having very less horrible project managements unable to deploy Fresher Employees into any horrible project managements keep them on Bench for very long time.
Service Desk Lead   (working remotely),Operations Department,Full Time,Positive,5,Overall it was an outstanding experience working with Capgemini..,"It was a badexperience working with Capgemini untill they separated CHCS.
Once we were transferred to CHCS the experience was not at all bad...
HR department is very pathetic..."
Senior Consultant,"Investment Banking, Private Equity & VC Department",Full Time,Positive,5,Capgemini is big organization the company has wide variety of clients and good work life balance. Company values their employee. I have worked 20 months till now in the company. they have very good policy of IJP through which you can look for project if you want to grow in other technology. You will more involved in the project workonly unlike other service based company where you have to work in more managerial works....Read More,Less  yearly hikes and no promotion increments.
Software Engineer Lead,Software Development Department,Full Time,Neutral,3,Salary is good.,"You have to give interview to get into a horrible project managements. If you can not crack it you will be on bench and then after some months you have to forcefully get resigned by the HR.
If you cannot perform well inside a horrible project management, some of the supervisor has the mentality to escalate you from the horrible project management without any warning or any discussion about your performance or withoany suggestions like where u need to focus or work on. Also will give some false allegations for escalation. 
If you get escalated from the horrible project management within ur probation period u will get escalate from the company. Need to change there policy who are having 1st time MNC experience....Read More"
Network Specialist,Engineering Department,Full Time,Negative,1,Used to work only 10 hrs a day,"Politics. People took my laptop and did not released my Releaving letter. 
No expected by a huge organization as this. 
Ciena horrible project management is the worst."
Senior Analyst Ii,IT Security Department,Full Time,Positive,5,"The work environment, facilities available for employees. 
The office and transportation facility up and down AC cabs. 
They try to improve on feedback shared. 
They allow us to work at home location if they have their office there. Team is however dispersed around the country though. Hybrid flexibility.
Modem office work environment.
Casual dress code. No formal dress code.
Good cafeteria with variety of options to choose from the menu. Multiple vendors. Looks into feedback....Read More",Hike isn't bad.
Senior Analyst,IT Security Department,Full Time,Positive,5,"Excellent learning opportunities.
IJP option after 18 months of service.
Excellent work life balance.
Good company culture.
Overall stability.
Helpful higher management and open to feedback.",Lower salary as compared to the market.
Consultant,Business Intelligence & Analytics Department,Full Time,Negative,1,great except salary on time.,"Worst MNC ever. Politics at its peak constant pressure on resources under fraud managers and senior managers. Biased management staying in Capgemini for decades already especially at Mumbai and Bangalore location. Several great talents resigned within few months. These managers and senior managers earning no promotions for horrible. Allfake appreciations/no promotions are done by Capgemini india management their own people are getting, such a biased work environment no respect for the new people. 
Great talents have resigned but these senior citizens with biased culture won't resign their job along with their generations is secure. So dumb management at top along with nonsense managers & senior managers who only have 1 thing to do ""laughing jokers"" without any logic.
Apart from horrible project management, another worst area is IT my badness man! they dont owe any responsibility whatsoever....Read More"
It Service Desk Analyst,Service Delivery Department,Full Time,Positive,4,The job security if you are hired directly is very good. There is a lot of opportunities to upskill with the help of the unlimited access to multiple online certification website.,"They do not give value to talent but to whether you are male or female. If you are a female, you will get a lot of opportunities and appraisals. If you are a male, you will only be used and utilised for the benifits of those females. 
Salary is very low."
Java Developer,Software Development Department,Full Time,Neutral,3,great at all. If you join as a fresher you can gain a lot of knowledge and can understand the wow.,"No Hikes, No no promotions. Learning will be badif you join as a fresher"
Senior Software Engineer,Non Voice Department,Full Time,Positive,4,This is my first company and when I started working in it everything is fine. And we have our weekends too.,I have joined in CIS academy of capgemini worst academy of capgemini because in this you will get very less holidays and very less weekend. some people are there who are doing discrimination based on the country's direction like South Indian people are against North india  people
Senior Consultant,Unix support Department,Full Time,Negative,1,Only buttering to manager,"Management is very worst or disaster, where who don't have any knowledge on horrible project management management they all are become manager in this organisation. So if you come from other organisation you should know how to impress your manager...
Most of horrible project management manager does not know how to talk with junior or team mates.."
Senior Analyst,Software Development Department,Full Time,Neutral,3,"Job Security, Work Flexibility,","Poor Compensation, No rewards for bademployees.. Leaderships won't retain at any cost instead will hire freshers with low package with better billing rate to the client."
Talent Acquisition Specialist,Recruitment & Talent Acquisition Department,Contractual,Negative,2,"Training was good, interaction with Panels were so good. On time feedback from panels for my requirements, that made me to prove myself.","They hired me as contract employee post 12 months based on performance they said they will convert to onroll.. Even after performing well. Wantedly they were giving more pressure and over workload.. I was completing the given work upto 1am.. Even though they said a stupid reason that they want to reduce team size... Full of politicsin Capgemini... They sustained there favoured employees who were joined as like me on contract basis.. But they said a story like all contract employees are going to loose there jobs in CG. After I got badname and appreciation mails from the clients, I thought were this would helps me out to get into on role.. But even after getting so many eligible qualities to get into on roll. Finally they closed my contract period.....Read More"
Senior Analyst,"Operations, Maintenance & Support Department",Full Time,Positive,4,The Project I am currently working on has great team. Team Lead and Manager are both supportive and always encouraging.,"Was on bench for more than 7 months and still no development horrible project management. Working in Operations, Maintaining and Support."
Senior Software Engineer,Banking Operations Department,Full Time,Positive,4,Very good environment to work in. Get diverse culture in one place. Alot to learn,Management pays mire attention to presence in the office rather that the work.
Process Associate,HR Operations Department,Full Time,Negative,1,Only work life balance.,There is no growth or appreciation or appraisal. People have been waiting for years to get promoted but there is no such growth. They hire people with false job descriptions. They will hire you for different role and assign you complete different job role. They actually scam and deteriorate your skill sets by assigning you a role which you are not interested at all. There is no negotiation on notice period as well....Read More
Avaya Voip Engineer,Operations Support Department,Full Time,Positive,4,You will defently enjoy working here. Out of all the companies Capgemini is the only one which doesn't laid off any employees in the recession times.,Hikes and no promotions might be little bit disappointing
Manager,IT Infrastructure Services Department,Full Time,Negative,1,Once you're hired you're screwed,"Everything specially unnecessary micro management, Some super senior team leads an manager are the main shark!! Never seen such an nemesis managers an bootlicker supervisors. Rather sell idly vada dont join.."
Consultant,IT Network Department,Full Time,Neutral,3,"You can get learning here. Flexible work policy, cab drop for night shift .
You can join this compnany","Very less increament like 2 to 5 %, no pickup Service for day shift, no food, rest is bad"
Azure Administrator,IT Security Department,Full Time,Positive,4,"Work life balance is good .
Leave is easily get when required to you.","In Capgemini you didn't able to switch internally different horrible project management . Then you have to switch other company easily rather than internal switch.
When the rating or no promotion time politics will be start internal higher authority."
Software Developer Lead,Software Development Department,Full Time,Positive,4,Work life balance is good.,Selected for different location and technology but now need to relocate to different location. If you have location constraints then take it in written.
Software Engineer,Software Development Department,Full Time,Negative,2,Initially everything is fine .,"They don't treat bench employees bad. Even though they will not be having any horrible project managements,they will ask you to get deployed. They force you to resign ."
Senior Software Engineer,Software Development Department,Full Time,Positive,4,Work- Life balance is good but in my opinion.,"Management just randomly puts you in any role they have openings for when you are on bench, as a fresher you have a lot less options to demand for a specific role."
Associate Consultant,BD / Pre Sales Department,Full Time,Neutral,3,Work life balance is good and also learning experience,There is no other perks apart from salary in Associate consultant role and no promotion is also slow with low hike.
Manager,Quality Assurance and Testing Department,Full Time,Negative,2,"great to like about. Though it is a very big company, all of a sudden it was declared that it's your last day without discussing anything. I never would recommend anyone",No job insecurity and no personal life
Team Lead Copy Editor Instructional Designer,Corporate Training Department,Full Time,Positive,4,"Culture, Learning Opportunities, Great Projects","Haven’t really seen anything in particular being problematic. There definitely are some people who don’t adapt to the respectful culture here, which ends up being not so badwhen they are in some management position. But then rotten apples can be found everywhere. There’s support if an employee may face any kind of trouble. The management can sometimes get after your life to upskill you, which I really appreciate. You don’t get companies that do that often. Now yes, they obviously do it so you can be up to date and serve the company better, but the learning stays with your forever. And not to forget, your badwork is seen and appreciated and rewarded....Read More"
S4 Hana Finance Consultant(Actively Looking For New Opportunities),IT Consulting Department,Full Time,Negative,2,Implementation projects are there.  Work life balance is there.,"Fake CV Scandal company.  Fake CV racket works through capability.  Senior people involved in it.  Even if we inform to HR with full evidences, then also bad managementhappens.  Out of total lateral hiring 40-50% candidates are fake CV."
Senior Quality Assurance Engineer,IT Consulting Department,Full Time,Negative,1,great,Worst company. No terrible work life balance. Only politics is going between older employees and manager. No fare decision. Only older employee decisions is matter whether those people are wrong or right. Manager support his decision.
Citrix Administrator,IT Infrastructure Services Department,Full Time,Positive,4,"I Like it capgemini in many things excepts below dislikes. I like it environment, salary.","I strongly not agree some RMG Team rules when we are in the Bench there are taking care us but theire behave like we are intentionally moved to bench. Actually if we moved Bench means its not our misstake , it may be horrible project management shutdown, or cost cutting and others reasons. They are treating us like frauds daily we have call and show our face and location we are in office or not. Especially RMG team Sumaira she is showing more attitude on us. This is realy i feel very bad....Read More"
Senior Analyst,Operations Support Department,Full Time,Positive,4,Capgemini is good at corporate environment. Job security will be there when compared to other MNC'S.,Capgemini they mostly deploy into support horrible project managements. which Me and My friends were Faced.Salary Hike will also be Less.
Consultant,IT Support Department,Full Time,Neutral,3,great in specific,"Forcing employees to come to office while this could be done from home. Just because few like coming to office doesn’t mean it is applicable for all. Work should define you not your physical presence at office .
Appraisal not discussed just given by own."
Senior Manager,Banking Operations Department,Full Time,Negative,1,"Worst company for laterals- Senior Directors and Directors are useless people / lowest among the service providers/ Especially the BCM- UK (banking and capital market- UK) and the processes they have are so bad. they are following unethical practices lying in E&Y audit (I have proof that auditor has been lied to even in presence of VP.  Salary are also  non-competitive. If you want to sell your self esteem and ethics then , join - else don't even think of joining...Read More",Worst company - everything written above applies
Senior Consultant C1,IT Infrastructure Services Department,Full Time,Negative,1,great at all. I won't suggest anyone to join this organization.,I my entire career this is the worst company I have seen ever. Managers are not supportive and also too much politics.
Cybersecurity Manager,IT Network Department,Full Time,Neutral,3,Learning and development,"Culture, terrible work life balance, and growth opportunities, work policies are not streamlined. They look for revenue and assign to the horrible project managements which will not be relevant to you. They can go to any extent for generating revenue."
Associate Consultant,IT Infrastructure Services Department,Full Time,Neutral,3,I do not know about the other projects but my project has terrible work life balance nd inhumane management,"terrible work life balance
management
appreciation
learning
no promotion and benifits"
Associate Consultant,General Insurance Department,Full Time,Negative,1,great,"Everything is based on account, my account is fully toxic people. I have asked my manger, why I got less rating(Ans- you are not eligible for womens quota ) , silly silly answers......"
Process Lead,Business Intelligence & Analytics Department,Full Time,Positive,4,"Work life balance, opportunities for learning new technology and tool, other recreation activities.
I am working in capgemini BSV when you enter CG you get to know each unit comes under different name like capgemini invent, enginerring and technology my comments for BSV","Salary and compensation low even if you got high annual rating hike is nominal 1% or 3% more than who got an average rating.
Switching technology is difficult happens only if your are in bench or horrible project management going to be completed in near future."
Director,Top Management Department,Full Time,Positive,5,Fantastic company to work. The most employee caring company I have seen in my life. Post offer followups as I heard from my fellow colleagues is the strongest in the entire recruitment process and I believe it is helping in keeping the offered candidates engaged... Hats off to the team,bad managementthat I could remember
Senior Consultant,Software Development Department,Full Time,Neutral,3,Hybrid model,"Very poor horrible project managements ,no badclients ,less opportunities to showcase your skills which directly impacts your career.
Arrogant clients, less supportive mangers."
Process Associate,Finance Department,Full Time,Negative,1,No one there to control and there is no policy to describe their activities. Simple to crack interviews.,"No specific policies
Doubt whether HR is available
Rude and incapable team leads and managers"
Associate Consultant,Business Intelligence & Analytics Department,Full Time,Negative,2,"Pros:
Good infrastructure
Pretty good for experienced joinees","Cons: 
Corporate culture at it's worst 
No extra benifits provided like other IT companies.
Lack of Empathy among seniors
Poor appraisal and ratings
Not a lot of horrible project managements
Employees end up serving months on Bench, no matter how hard they try to get a horrible project management"
Process Associate,Non Voice Department,Full Time,Negative,2,Good working culture,"Always check your offer letter before you resign your current.Specially the career band. If you somehow accept lower band ,they will never change it.
If the horrible project management is ramp down,they will try to relocate you to the costliest city with same salary with no wfh advantage."
Senior Consultant,Software Development Department,Full Time,Neutral,3,You will improve you communication English a lot.,They will mislead items and disregard any issues faced employees during your tenure. The management was the worst I have never seen before. They treat you like a slave. Most of the managers don’t understand technical explanations instead blame us. They are unwilling to accept responsibilities.
Process Associate,Banking Operations Department,Full Time,Positive,5,i wanted to continue job only in capgemini because i has started my work life through the capgemini. i am happy to work with capgemini.,some economic up and downs was come. but you please dispont your employess.
