Title,Department,Job_type,Sentiment,Rating,Likes,Dislikes
Senior Software Engineer,Other Department,Full Time,Positive,4,"If you're lucky, you may find some of the best mentors over here.","Some of the managers with old mentality. They don't change their mentality with time and impose the same to new colleague. And when you informe this to management, they will take their side as they are more fruitful for the organisation. Also, if they can do the better increment, employees feel motivated. Internal job switch is bit not organised in a badway."
Senior Software Engineer,"Trading, Asset & Wealth Management Department",Full Time,Positive,5,I like the trainings. the way they give us and they share the knowledge which is very useful. And client side peopl from any project Max people I have seen were really cool. That makes u to work more.  Capgemini provide quick onsite offers for best workers with their experience.,"Team work 
I don't find the best team work in Capgemini not in all cases rare cases.
They hire the people to horrible project management and put them in shadow for long period of time and then they rool off to bench.
These are things what I have observed ."
Process Associate Operations Analyst,Finance Department,Full Time,Negative,1,great to like,"No appraisals, no no promotions, no bonus, no week offs bad managements provided here, I've been here since past 2 years but bad management've learned here"
Software Engineer,Software Development Department,Full Time,Neutral,3,Good environment and work life balance is good.,"For freshers it's not bad, they keep on bench up to year. And training evaluation pattern is not fare, they can remove 50%of batch simply by allowing less grade."
Senior Process Associate,Other Department,Full Time,Negative,2,"If you are lucky you will get good project manager and good cash rewards quarterly, has good culture. Can learn and develop your skills","There is so much of politics, don't expect rewards and recognition only if you work hard, it is completely depends on your rapport with managers. Even if you work hard you will struggle to get your deserved rewards. Even if you are top notch performer you won't get no promotion so easily. And not to mention appraisal 2-7% is max even with no promotion. There no thing called privacy or mental health, they just speak about ethics  many of the people are illiterate they don't know what is personal and what is professional. 
If you are a fresher join, learn, develop your skills and get out....Read More"
Senior Consultant C1,"Trading, Asset & Wealth Management Department",Full Time,Negative,1,You will hardly get the desired skill based projects,Forceful horrible project management assignments and biased behaviour of horrible project management managers not giving appropriate representation to you and your efforts
SME: Technical Manager,IT Security Department,Full Time,Positive,4,Apart from internal nepotism & irrespective of some projects it's ok to work .,"These days Capgemini culture is getting dropped off, cg is now following other chippy MNCs culture of, changing horrible project management of resources without their consent (lateral resource), in the name of no promotion, intending/plotting to drop resignation by indirect force, & have to bear well enough of premium for parental mediclaim."
Associate Engineer 2 (Technical Writer),Other Department,Full Time,Negative,1,"Learning and development, if we want to learn and develop our career as a fresher it's good. After learning the person should move out of the organisation.","Full of politics. You should be badin buttering the manager, if you are badat buttering you will get no promotion, appraisal and awards without even working."
Lead Business Analyst,Banking Operations Department,Full Time,Positive,4,Overall a good company to work for if you get good client and work.,"bad Appraisal process and hike very low.
One can stay for long term only if salary is in badbracket.
Some managers are useless and are sitting just sake of timepass."
System Analyst,IT Consulting Department,Full Time,Negative,2,great specific to be liked . The only think that they give in the name of work life balance in 2 days extra leave when ever not required and again they will ask to work on that day too,"No work appreciated, no salary increment, so no promotion,"
Performance Test Consultant,Financial Services Department,Full Time,Positive,4,"Below points are just based on my experience, it may vary from team to team, client to client & manager to manager.
1. Excellent Work Life Balance
2. Regular recognition of good work through Quarterly Awards.
3. Vast learning opportunities on their e-learning portal
4. Regular communication of IJPs and Onsite Opportunities over Mail.
5. Offers competitive package while you try to join the company.
6. Job security is great....Read More","1. The company is known for not giving yearly hike to people.
2. Even if you get the topmost rating, expect no more hike percentage than 4-5%.
3. 1000 internal portals for 1000 activities.
4. Policies of Criteria for Hike and no promotion are not transparent and not available for employees to view."
Software Associates,IT Network Department,Full Time,Positive,5,"For employees security matters Capgemini is good company
Team leads and managers will understand the situation","We have to leave the family and go other states for work.
The pay is low and cost of living is high in other states"
Fullstack Software Developer,Software Development Department,Full Time,Negative,1,great ................... ............. ............ .............. ............ ...........,everything........................................ ........ ........... ........... ........ ....... ....
Manager,Quality Assurance and Testing Department,Full Time,Neutral,3,Job security,"Zero work-life balance. 
Poor salary hikes.
No support for women who join back after maternity; they put you in tight deadline horrible project managements which results into mental pressure and agony resulting in job quitting."
Technical Lead,"BFSI, Investments & Trading Department",Full Time,Negative,1,No increments. Sometimes they deploy their best resources in worst support projects and they just follow up to get certifications completed. No motivation factor at all Or minimal get together parties heard of. People are working years and years just to have a bit of work life balance otherwise no such benefit in terms of financial or technical growth,"No increments but they want you to contribute everything for organisation 
Want you to work overtime or on weekends but shy away when people ask shift allowances or comp off. 
Even if we take planned leave people treat as if they have committed a big mistake."
Associate Consultant,Software Development Department,Full Time,Positive,5,Seriously it was a great to work with Capgemini.,As per my experience with Capgemini there is no dislikes. My manager my team mates all are badwith me and they are helping in any kind of situation. Especially manager was so bad. He can understand others.
Test Engineer 2,Engineering - Hardware & Networks Department,Full Time,Positive,4,"The project which I worked is good, having more learning opportunities, encourages to develop our skills","It is having campuses, Capgemini main campus and Capgemini gar campus.. so, what are the culture activities conducted by Capgemini would be more in main campus. Who are there in GAR campus will not like to go there and participate. So better I want is conduct similar activities in gar also."
Senior Consultant,IT Consulting Department,Full Time,Positive,4,"Please note that Capgemini 's Organizational structure is complex and each business unit can be treated as a separate company in itself, it is unfair to rate the company as a whole. I worked in FS BU, based on my experience I found that they have clear vision for the BU and are on track with the goals that they have set for themselves. They have a great learning platform, company invests a lot into skill development. Job Satisfaction/Job Security/ Work-life balance depends on the project you are in....Read More",Most of the horrible project managements are in pune/mumbai. I found that they have few to nill opportunities for some skill sets in Hyderabad.
Process Associate,Supply chain procurement  Department,Full Time,Positive,4,"As a fresher is a good organization to start your carrier. 
Good environment. 
For ladies is comfortable and safety.
It is good depends upon the team which you are going.","Everything is badexcept salary. As a fresher they didn't give high salary and  quarterly increament is very low.
 Some of the fresher are selected by consultancy and they have 2 years bond. If you are selected by capgemini means you don't have 2 years bond. So  be concisious."
Senior Software Engineer-DevOps,DevOps Department,Full Time,Negative,2,Work life balance is good if you are smart and talented you can probably run a side business as you will get have plenty of time left,Don’t expect growth the only way you will get considerable growth is if you switch
Qa Consultant,IT Support Department,Full Time,Negative,1,I will not recommend to get in this organisation better to search more options.,They didn't think about you so there is no job insecurity. Let think once before get in.
Senior Consultant,Software Development Department,Full Time,Positive,5,"In Financial Services, there is peace of mind if you are working and delivering things from time.
Work life balance is exellent atleast for me..",insecurity People and highest concentration on bringing employees Back To office rather than the work itsef.
NR5G LTE Protocol Testing Engineer,Quality Assurance and Testing Department,Full Time,Neutral,3,"They are not giving appraisal to anyone 
Manager never discussed with employee for improvement of performance even he didn't know about which employee is working on which project",Only provide manpower to client after that they don't take any feedback from client thats why they don't know performance of employees
Software Developer,Finance Department,Full Time,Positive,4,"1. Capgemini is a well-known brand in the IT sector and as per that they do take care of their employees (Higher management) if you are working well in the project. 
2. Salary is always on time and I never faced any issues in receiving salary","1. Work-life balance is not great, your manager decides how your work-life balance will be. 
2. Onsite peoples ask for weekend support 
3. Even if you join as a fresher, they will expect more from you"
Business Analyst,Business Intelligence & Analytics Department,Full Time,Positive,4,"Good career opportunity in line with tech skill development, Good projects, manager feedback process.",Only thing I wish could have been better is hikes and appraisal which is not badas per industry standards.
Process Lead O2C,Banking Operations Department,Full Time,Positive,4,"It's overall good experience to work with a French multinational. Unlike other company capgemini cares a lot for employees. During corona time i experience this. Company don't let go employees if project ramp down, they put on employee on bench and take them for new projects. Hikes depend on performance, no so much hike annually.  Learning is good, lots of free courses in different field to learn. Overall a good company....Read More",No so far. Only annual hike can be little better
Senior Consultant,Software Development Department,Full Time,Positive,4,"Work life balance
Managers are good
Time for upskilling","As terrible work life balance is there forget about getting badappraisal. Average appraisal there mostly.
Hike is not there for consecutive years / very less
Very less onsite opportunity 
Capability contribution pressure which will affect annual rating 
If mutualization is there between 2 or 3 horrible project management sometime then forget about terrible work life balance. US timing will need to be matched 12pm to 10pm or 1pm to 11pm.
Hypercare support 24*7  if stretched to 2-3 months will be a pain...Read More"
Consultant,IT Network Department,Full Time,Negative,2,Work life balance,"Very Very less appraisal..u can get even 1k as appraisal. Management level is not bad. 
You keep working same and same on one horrible project management...bad managementnew to learn unless you change horrible project management..."
Team Manager,IT Consulting Department,Full Time,Negative,1,A good company to spoil the career,"Internal people are sitting on bench and hiring from outside.
If donot like the work then put them on bench , no training ,no help."
Sr. Network Engineer,IT Network Department,Full Time,Negative,1,Starting salary will be good,"no indian holiday 
no leave 
no usa holiday 
Sat sun off but out of 8 weekend 2 days work
no WFH. 
Causal behavior. 
apart from tea bad managementavailable. 
Transport is worst in the word."
Senior Associate   (working remotely),Voice / Blended Department,Full Time,Negative,1,great to like as from the day one of joining I have me lied from the HR then managers.,No growth for ones who work hard and perform better than others. When I asked them why the other guy promoted even when in every parameter I was way too above than him and he was lowest scorer of the team still he was qualified for quality team. Are you serious? The one who’s quality score is at the bottom and you make that person a quality auditor
Consultant,Banking Operations Department,Full Time,Negative,1,great,"no promotions
Hikes
terrible work life balance
Not recognisation for badwork.
Even client willing to appreciate but cg management not able to do anything"
Senior Consultant,Banking Operations Department,Full Time,Neutral,3,"Work life balance,  skill development opportunities","Roles and responsibilities will not be clear. 
They add more managers than team developers. Too many people to take updates and they will never be in sync."
Process Associate,Health Informatics Department,Contractual,Positive,4,Cab facility and job security for permanent employees.,Capgemini is very badfor permanent employees but they are not badwith contract based employees they don't even give them facility as they are getting even their Behaviour are different for contract based employees.
Gcp Data Engineer,IT Infrastructure Services Department,Full Time,Negative,1,"Company is having flexible work hours to work from office,but sapience is there you have to complete 9 hours on machine .
There are many events happens in company that makes you alive to do many things in your life other than work.","I'm 4+ years of experience in python and gcp, also I'm gcp certified even though they hardly given 3 client interview for horrible project management. That were not relevant to my skill set and after that they didn't confirmed my probation. Removed me from the company without giving any prior notice.If you are skilled and experienced person do not opt for the company which does not give me right opportunity to show case yourself....Read More"
Consultant,Financial service  Department,Full Time,Positive,4,"Facility like subsidised food, travel for female employees, fresher hiring giving them chance, continuous feedback, work from anywhere.","Less increment, low packages, bad politics"
Associate Consultant,Service Delivery Department,Full Time,Neutral,3,Colleagues are managers were overall good and supportive.,Very strict regarding WFO and it takes hours travelling to office. So you have no life or energy after work.
Sap Fico Consultant,Finance Department,Full Time,Positive,5,Work life balance,I have joined almost 1year 2monts i didn't get any hike in my salary. Be cause his salary hike policy they have callecleted April to March. So i am very dissatisfied. Other wise everything is fine for me.
Security Consultant   (working remotely),Engineering Department,Full Time,Negative,2,"Absolutely ridiculous management. No proper skilled engineering, not at all quality work, they just focus on ending project. Senior engineering is clueless. Poor in knowledge and no proper architects , all Kan chalao types . No vision . I personally believe in working and delivering quality work. And I could never feel happy as no one in senior management looks after quality of work delivered also for that one needs to know the respective technology and then be an architect. People hiring the seniors are themselves poor in Knowledge ....Read More",Knowledge of seniors.
Associate Consultant,Quality Assurance and Testing Department,Full Time,Neutral,3,Professional staff and very few friendly collegues,"Assaults on women are completely neglected since POPSH has no power to resolve the cases. This is based on self experience, the accused has assaulted through capgemini teams(a working place). With all due evidences also capgemini failed to hold him from his resignation and let him go with a 90days rule for solving a case."
Consultant,Software Development Department,Full Time,Positive,4,They provide immense opportunities for several set of projects they have world-wide.,"The management is way too loose.
The staffing partners treat you like a student in school.
The HRs think of themselves as the company promoters👎"
Cisco Network TAC Engineer,IT Security Department,Full Time,Positive,5,Capgemini is a good place to learn new technologies and update yourself with time,"Its little difficult to balance work life and personal life, sometime missed to give time to our families, we need to study to upgrade ourself most of the time."
Validation Consultant,IT Support Department,Full Time,Negative,1,"The worst company in my career so far. I don't know what is good in that company except beautiful buildings.
I will never recommend this company to anyone.","Job insecurity-0.
Learning-0,
Culture-0.
Increment- it's a joke."
Hr Executive   (working remotely),Recruitment & Talent Acquisition Department,Contractual,Neutral,3,great,bad managementnew to learn. I worked here like I worked in a local consultancy. Team was not helpful. They were left with very few horrible project managements so they started firing  contract based n full time employees.
Consultant,Management Consulting Department,Full Time,Negative,2,Very laid back when no work but very demanding like sometimes even forced to overwork without overpay,"No incentives to grow, no no promotions, no hikes"
Senior Consultant,IT Infrastructure Services Department,Full Time,Positive,4,"Flexible, hybrid model. Not much work pressure atleast in my stream where I worked. 
In house creche. 
Good campus","Forced to come to office 5days when moved to bench
Didn't get hike this year"
Senior Analyst,IT Security Department,Full Time,Positive,4,"Office work life is good.Get to learn many things and project in which I work the sr manager and director are really kind, helpful and understanding.","In some horrible project management managers are not understanding, there can be politics played . And because of this they might give bad review about uh which will impact on ur appraisal."
Cloud Associate Consultant,Software Development Department,Full Time,Positive,4,I had joined as a fresher and have got immense learnings and opportunities to learn and grow and in the span for 2.5 years I did get promoted after 1.5 years.,As per skillset and knowledge I believe the growth is slow.
Program Manager,IT Consulting Department,Full Time,Neutral,3,A lot of learning opportunities. Multi cultural environment. ESOP options every year. Exposure to diverse range of projects and cultures. Helpful intention of leaders.,"Complex org structure makes it difficult to navigate for basic tasks. Appraisals are tedious and not result oriented. No hikes in 2023. Slow growth. Top heavy resource pool. Though leaders are with right intentions, not much in their hands."
Senior Software Engineer,IT Support Department,Full Time,Negative,1,"great, specifically everything here is like roaming around with robots.",They fool freshers and without even getting their consent they allocate the horrible project management. Train you on different technologies and give you some random unrelevant tech. Mostly support horrible project management will be allocated.
Consultant,Software Development Department,Full Time,Negative,1,great i have liked till date.Need to exit as soon as possible.,"Working under worst account ad worst manager ever.
Cab facility is cancelled for entire account.
Manager don't even care for employees who have emergency in family."
Associate 2 Engineer,Software Development Department,Full Time,Neutral,3,Good for freshers to start their careers and understand how an MNC works.,"bad horrible project managements, staying here would be bad for your career if you're someone who has experience in the field and wants growth."
Consultant,Software Development Department,Full Time,Positive,4,"1) Work-life balance 
2) Hybrid work culture 
3) Supportive Managers.","1) Lack of motivation in work due to not being aware of many company-provided facilities.
2) Appraisal formula is ancient. It should be entirely performance-based."
Process Associate,Non Voice Department,Contractual,Neutral,3,"As a Fresher, I learn a lot's thing such as how to work, talk, mange a time. and some colligue also good.","This time of company it's give the assurance do the permament employee but after the work (busy seession) it' s will definitely fired,(does not matter you are badperformer or not) so join this company as a permament role not a contractual."
Sap Ewm Consultant,IT Consulting Department,Full Time,Positive,4,I believe I have the type of knowledge to succeed in this role and at the company because,"I dislike the authoritative leadership they have in place. Look, I have many badideas, and I tried to move them forward, trying to help the company. But from my position I am not allowed to suggest any improvements. I am supposed to follow the orders of my superior, and that's it."
Network Consultant Team Lead,IT Consulting Department,Full Time,Positive,4,Good place with a good work culture ample opportunity to learn and grow.,Lacks proper appraisal cycle and too much negotiation on the compensation part along with the delay in crediting the rewards based on performance.
Project Manager,Back Office Department,Full Time,Negative,1,Your colleagues (peers) are supportive,Too much of politics and harrasment from higher management and no action taken as HR was part of the same team
Operations Manager,SCM & Logistics Department,Full Time,Positive,5,Capgemini provides great learning opportunities being amongst the best consulting service providers in the market.,The salary structure and benefits need to be revised as there are no bonuses /welcome kit
Staffing Specialist,Recruitment & Talent Acquisition Department,Full Time,Neutral,3,There's great to appreciate about the company. They do not care about employee satisfaction and want their employee to do 2-3 people's work.,"Long working hours - no terrible work life balance
Workload - they make you to work more
Very low CTC and worst appraisals"
Sap Functional Consultant,IT Consulting Department,Full Time,Positive,4,"Dependable organization to be associated with, someone who is content with average package and willing to upgrade without any monetary expectations should be the one who can apply. CG is best for freshers as they get to learn lot of new stuff and are willing to explain and their horizon.",Monetary benefits are not at all at par with market. terrible work life balance can take toll depending on horrible project managements.
"BigData Architect, Cloud Architect, DevOps Lead",DevOps Department,Full Time,Positive,5,Overall I likes capg. It's fantastic to work and growth is as usual depends on us. This company has given me lot of opportunities but hike wise not every year 😌,"Salary hike
no promotion"
Senior Analyst,Software Development Department,Full Time,Positive,5,The working culture and the core values that our company abide by,The salary structure. Not for Capgemini but all IT companies in general. Why does having the same designation pay less than someone who switched and joined? Pay what you would pay and you can see 0 employees leaving their organization.
Process Associate,Accounting & Taxation Department,Full Time,Positive,4,I have been working with Capgemini company for 2 years in accounts payable domain it is very good experience I have learnt so many things capgemini wor life balance is really good,bad managementto tell about dislikes
Technical Manager,IT Network Department,Full Time,Neutral,3,"This comment is only for the project am working with and not for other projects
The manager is the spoilsport and root cause of toxic work culture","Working ethics is very bad, manager is the not upto mark however getting support from higher management as she is female"
Finance Process Associate,Finance Department,Full Time,Neutral,3,Work Life balance is the only thing which i liked working with Capgemini.,Salary and Appraisal is not upto the mark and the yearly hike is also negligible.
Senior Consultant,IT Support Department,Full Time,Positive,4,"Work life balance.
Job security.","No free pickup and drop for boys 
Pickup drop only available post 11pm for boys.
Salary is high is very worst
No bonus or festival perks etc"
Senior Accounting Specialist,Accounting & Taxation Department,Full Time,Neutral,3,Work life to some extent is good,"No clarity on no promotion, increment and job requirements. HR lacks honesty. Just because they are providing pick up facility. The timings are set in way to compel us working more than 9hrs"
Team Lead,Finance Department,Full Time,Positive,4,"I like the way of hospitality at Capgemini.I really  like the culture and job security, facilities and more.",I didn't like the way of superiors decisions not to given a chance to work where we are interested and our skills matches. Really it's very much painful. The company tag line is like...Get the future you want....Until some of the senior management who against to the tag line of GET THE FUTURE YOU WANT...exist in the Capgemini....there won't be mean for that....Get the future you want.Atleast now onwards the high command of the Capgemini to be taken care....Read More
Software Developer,Banking Operations Department,Full Time,Positive,5,Regular training and work life balance,appraisal is very less
Quality Analyst   (working remotely),Banking Operations Department,Full Time,Positive,5,Everything Everythin Evrything Everything evrything,bad managementbad managementbad managementbad managementhorrible
Senior Software Engineer,Software Development Department,Full Time,Positive,4,Working culture is good,Growing opportunity is less
Associate Consultant,DevOps Department,Full Time,Positive,5,Great Work-life balance and it depends on Project,Compensation and Hikes are average
Associate Consultant,IT Infrastructure Services Department,Full Time,Positive,4,"Work life balance and good, supportive managers",Salary and appraisals are terrible.
Cyber Security Manager,IT Security Department,Full Time,Positive,5,Work Life Balance,Hard to find badhorrible project management which help for future.
Associate Consultant,Software Development Department,Full Time,Positive,5,Good to work here as I am working and will continue to work.,"Not much as I can recall , all is bad."
Senior Analyst,IT Support Department,Full Time,Positive,5,"Work culture, learning opportunities and job security.",Opportunities for skills we have. Salary is okay.
Consultant,IT Consulting Department,Full Time,Positive,5,Good company to work with,very bad job
Analyst And Software Developer,Service Delivery Department,Full Time,Neutral,3,Company culture and it's atmosphere,Not job insecurity and work appraisal
Associate Consultant,IT Infrastructure Services Department,Full Time,Positive,5,"joined as a fresher, got trainings and learned a lot in 3 years",yearly hike
BNPP - Java Developer,"Trading, Asset & Wealth Management Department",Full Time,Neutral,3,Its a great place to start your career but at a certain point we have to move on,bad managementspecific but all growth and compensation will be concern if  you are here for long time.
Process Associate,Accounting & Taxation Department,Full Time,Positive,4,Good environment to work in company,bad Appraisal are not satisfied to me
Senior Consultant,Software Development Department,Full Time,Positive,4,Good Company and,Integration management worst He name is Rangadal Pradeep west fellow
Devops Engineer,DevOps Department,Full Time,Positive,4,great as much,terrible work life balance
Consultant,Business Process Quality Department,Full Time,Negative,2,Work-life balance,Not ability to support employee during tgerr weakest times
Process Associate,Finance Department,Full Time,Neutral,3,great till now. Infra & name is big but work culture is not.,terrible work life balance doesn’t fits for this office
Associate Manager,Technology / IT Department,Full Time,Positive,4,"Work culture, work life balance","Have worked for very less time, so bad management such"
Hardware Development Engineer,Engineering Department,Full Time,Positive,4,"Flexible to work
Work life balance",Appraisal
Software Engineer,Software Development Department,Full Time,Positive,4,Better work culture and positive environment,Takes time to get into the horrible project management
Professional 2,IT Consulting Department,Full Time,Positive,5,Work life Balance and Job Security,bad managementanything
Associate   (working remotely),HR Operations Department,Full Time,Neutral,3,Easy to get leaves when required. Very organized.,Should increase salary and benefits.
Senior Consultant,IT Network Department,Full Time,Positive,5,Work life balance and good environment,Hikes
Professional I-Engineer.,Quality Assurance and Testing Department,Full Time,Positive,5,"Good work culture 
Good job","bad management
No issues"
Senior Analyst,HR Operations Department,Full Time,Positive,4,Good in work culture. Have more opportunities for women employees.,Finding horrible project managements is more difficult
L1 Technician,Finance Department,Full Time,Positive,5,Work culture is best.,bad management have like all the worst work culture.
Senior Process Associate,Finance Department,Full Time,Negative,1,Worst working culture,"Capgemini not give full FnF. Only partial amount received after leaving.
Seniors are not supportive.
HR process is worst"
Senior Analyst,Data Science & Machine Learning Department,Full Time,Positive,4,Working culture and the projects they have.,In Capgemini we don't expect much hike
Associate Consultant,Banking Operations Department,Full Time,Positive,5,Work life balance,None. I strongly recommend.
Associate Consultant,Business Intelligence & Analytics Department,Full Time,Positive,4,"Work life balance , flexible working hours","Hikes, low salary bad increment"
Senior Analyst,Software Development Department,Full Time,Positive,5,"No stress, we can balance our personal and professional life","No hikes, very low hikes"
Senior Consultant,Engineering Department,Full Time,Positive,4,Good Projects and Very much clear on policies,"No Appraisals even after completing 1.3 yrs after joining.
Management only asks questions if"
Senior Service Now Developer,IT Infrastructure Services Department,Full Time,Positive,5,"work life, Security, flexibility, growth, culture",recognition and lack of rewards
Process Associate,Back Office Department,Full Time,Positive,5,Fully permanent job,Fully permanent job not in contractual
Senior Associate,Finance Department,Full Time,Positive,4,Good support from manager,Extended working hours of time
Associate Engineering Manager,Engineering Department,Full Time,Positive,5,Great! I love working here,bad management can think of.
MFT Administrator,IT Network Department,Full Time,Positive,5,"Time management 
Hybrid work mode
Work life balance
Flexible work
Good aprisal","bad management
bad management
bad management
bad management
horrible"
Process Associate,Finance Department,Full Time,Positive,5,Best environment and best Work life balance,Hike and rewards
Senior Consultant,Business Intelligence & Analytics Department,Full Time,Positive,5,All good wrt work and salary.,No cons
Senior Software Engineer,Software Development Department,Full Time,Positive,4,Salary on time.,Aprisal is very less
Analyst,Software Development Department,Full Time,Positive,4,"Job security 
.","Internal switching
."
Software Engineer,Quality Assurance and Testing Department,Full Time,Negative,2,Capgemini,Unethical non technical test manager
Senior Software Engineer,Business Intelligence & Analytics Department,Full Time,Positive,4,good conpany for those who are looking for stability.,no cons
Senior Consultant,IT Consulting Department,Full Time,Neutral,3,salary and benefits are good for a consultant role,culture. my manager does not even know me. never had a one on one
Analyst,Software Development Department,Full Time,Positive,5,"Environment is good. 
Learned a lot of things",horrible project managements are less in number and benching people is not bad
Engagement Manager,Technology / IT Department,Full Time,Neutral,3,New technologies,Leadership doesn't care employees and forcefully ask to follow their own rules for their own benefits which are against Capgemini values
Associate Professional,Engineering Department,Full Time,Positive,4,"Good one, wfh, location, colleagues","Growth, salary, horrible project managements, poor management"
Process Leader,SCM & Logistics Department,Full Time,Positive,4,Good culture and supporting team,Increment is not soo bad
Software Test Engineer Consultant,Quality Assurance and Testing Department,Full Time,Positive,4,"Work and life balance, 
Working environmental awesome",horrible
Analyst,Software Development Department,Full Time,Positive,4,"Company Culture and Team work 
Very helpful and work life balance","Getting horrible project management is hard after getting also it is not guarentee
Work system is hard for freshers"
Senior Associate,Finance Department,Full Time,Neutral,3,"Leave policy
Cab Facility 
Shift Allowance","Micro Management
Bad Manager"
Analyst,Software Development Department,Full Time,Positive,4,It work - life balance,Too much work
Senior Analyst,IT Security Department,Full Time,Positive,5,Very supportive environment is there,bad managements there to dislike
Cloud Operations Engineer,IT Infrastructure Services Department,Full Time,Positive,4,Work culture,No value of old dedicated employee
Professional 2,Engineering Department,Full Time,Positive,5,"Work nature, work culture, Followup, upskill development",No other dislike. Everything bad
Senior Software Engineer Tester,Banking Operations Department,Full Time,Positive,4,Working environment and job security.,Rewards and appraisal is not satisfied.
Senior Data Scientist,Data Science & Machine Learning Department,Full Time,Neutral,3,"exposure to many domains and industries, WLB, benefits","salary below average, hard to get promoted, no bonus for IC's"
Senior Project Manager,DevOps Department,Full Time,Positive,5,Good work culture  and manager,bad managementthat I don't like
Consultant,Software Development Department,Full Time,Positive,4,Good overall experience of the company,Hikes are not that bad
Associate Consultant,Software Development Department,Full Time,Positive,4,Work life balance,no promotion and hike
Process Associate,Other Department,Full Time,Positive,5,It's a wonderful work place.i gained more knowledge in Capgemini.,There is no salary increment in my process.otherwise it's a wonderful work place.
Senior Software Engineer,Software Development Department,Full Time,Positive,4,"good worklife balance.
lot of opportunity to learn.","no bonus .
low hike."
Senior Software Analyst,Software Development Department,Full Time,Positive,5,Nice company,Salary growth is less
Mes Consultant,Engineering Department,Full Time,Positive,4,Office culture and work life balance.,no promotions & Appraisals system.
Manager,Employee Relations Department,Full Time,Positive,5,Job security and skill development,Compensation and appraisal process
Senior Analyst - Senior Software Developer,Software Development Department,Full Time,Neutral,3,On time salary,"Poor salary & no increments specially for those who joined as freshers, even after 2.5 years"
Software Engineer,Software Development Department,Full Time,Negative,2,great,"Leave policy
Medical Insurance
Appraisal / Hike
They just use you"
Consultant,General Insurance Department,Full Time,Positive,4,Campus atmosphere is good,My team lead
Consultant,Software Development Department,Full Time,Positive,5,Culture,"Low compensation
Less compensation increment of no promotion"
Program Manager,Technology / IT Department,Full Time,Positive,4,Early to comment here,Early to comment here
Senior Professional Consultant,Engineering Department,Full Time,Positive,4,"Flexibility, culture","Appraisal, politics, tex benifits, accessories, vpn"
Senior Consultant,Health Informatics Department,Full Time,Neutral,3,"management should consider candidate's aspirations wrt roles and responsibilities, specially abroad opportunities.","Work and culture
terrible work life balance"
Senior Software Engineer,Software Development Department,Full Time,Positive,4,"Salary hike, appraisal can be improved",Working Environment
Analyst,Other Department,Full Time,Positive,4,Not good for  Increments and hikes,Working bad
Analyst,IT Support Department,Full Time,Positive,5,Great working experience,Team work
Project Manager,Technology / IT Department,Full Time,Positive,4,Work life balance,Skill Development and learning opportunities
Data Analyst,Business Intelligence & Analytics Department,Full Time,Positive,4,Work Culture,"You have so many resources to learn. & Dude , Almost all Microsoft & Coursera certificate are free."
Senior Analyst,Business Intelligence & Analytics Department,Full Time,Positive,4,great,It has great working environment.Best for Fresher
Associate Consultant,Software Development Department,Full Time,Positive,4,Salary is less,It all depends on your manager and team mates attitude
Team Manager,Banking Operations Department,Full Time,Positive,4,Bench,no comment
Performance Tester,Performance testing  Department,Full Time,Positive,5,Because of Managers teaching like family members !!,"horrible project managements ramp down every 1 month or 2months ,no long term horrible project managements are there!!"
Associate Consultant   (working remotely),Software Development Department,Full Time,Positive,5,"Work Culture, Work Life balance",Salary
Software Engineer,Software Development Department,Full Time,Negative,1,There's great good for the company,The work-life balance is bad with peanuts amount of salary
Project Manager,Technology / IT Department,Full Time,Positive,5,Very good organization to be part of,All was ok in Capgemini
Senior Analyst,Technology / IT Department,Full Time,Positive,5,The work environment is very good,There is bad managementthat I dislike about the company
Process Associate,Finance Department,Full Time,Positive,5,Career growth one of the best opportunity,Extending work time is a major dislike
Analyst,Software Development Department,Full Time,Neutral,3,Work Life Balance,Not enough opportunities to grow in career.
Senior Process Associate,Finance Department,Full Time,Positive,4,Everything good planty of opportunities,bad management planty of opportunities and baddevelopment in carrer
Senior Software Engineer,Health Informatics Department,Full Time,Positive,4,"Flexible work environment,
Good people","Performance evaluation, Ratings"
Senior Software Engineer,Software Development Department,Full Time,Positive,4,"company Culture, flexible working hours",Resource management and lack of opportunities
Senior Software Engineer,Banking Operations Department,Full Time,Positive,5,"Freedom to learn, achieve",Could improve in the hike
Senior Software Engineer,Software Development Department,Full Time,Positive,5,Team work and continuous learning apportunities and remote working,bad managementto dislike
UI UX ( Pega Platform ) Designer,Service Delivery Department,Full Time,Positive,5,"Work Life Balance, Culture","Salary, Learning platform"
Sap Abap Consultant,Software Development Department,Full Time,Negative,1,great,These guys are paying me the lowest salary as per market.
Software Engineer,Software Development Department,Full Time,Positive,4,"Job Security
Work Life Balance",Low Appraisals and no promotions
Associate Consultant,Software Development Department,Full Time,Positive,4,Employee friendly,Once the horrible project management is completed they will throw out
Associate Consultant,Software Development Department,Full Time,Neutral,3,Job security is there in this company,Less hike and no bonus
Senior Associate,Non Voice Department,Full Time,Positive,4,strict schedule following,too much compliance
Operations Manager P2P,Finance Department,Full Time,Negative,1,Good learning platform,"Leadership is not bad
Lot of favouritism
Zero employee benefits
Leadership don't keep up the promises"
Team Manager,Audit & Control Department,Full Time,Neutral,3,Work Culture and Projecrs,Salary Hikes and Bad Appraisal system
